train_loss,val_loss,train_acc,val_acc,wall_time
3.22681443117283,3.2098022037082248,0.7223449724717473,0.7377454545454546,70.12390899658203
3.2161830597453647,3.2064492967393665,0.7335192697768763,0.7406545454545455,71.98175597190857
3.213333982008475,3.205743842654758,0.7358917705013039,0.7413818181818181,74.02625584602356
3.2130501491052135,3.206733297418665,0.7357831063459866,0.7394909090909091,75.91059494018555
3.2116806198049477,3.205869162524188,0.7367429730512894,0.7405090909090909,77.77210927009583
3.2102642445652574,3.205076058705648,0.7381193856853087,0.7418181818181818,79.63051152229309
3.2110184177204415,3.2051690684424505,0.7370327441321356,0.7412363636363636,81.50330924987793
3.2090809875064426,3.205005416163692,0.7387532599246596,0.7399272727272728,83.36909294128418
3.2087146827468165,3.203904045952691,0.7389343668501883,0.7413818181818181,85.2370274066925
3.2077853392671654,3.205509062166567,0.7398399014778325,0.7408,87.10207533836365
3.208532332270234,3.1931869365550853,0.739767458707621,0.7525818181818181,88.9655966758728
3.1977251028573073,3.191826246402882,0.7504889886989279,0.7544727272727273,90.8246898651123
3.1973803716677205,3.193938643844039,0.7509417560127499,0.7522909090909091,92.87866115570068
3.198206145454336,3.1929492597226745,0.7500905534627644,0.7530181818181818,94.75859689712524
3.195064784200103,3.1902402065418385,0.7524630541871922,0.7550545454545454,96.63160300254822
3.194276069049482,3.1896364335660583,0.753259924659519,0.7560727272727272,98.49276185035706
3.193021628591749,3.187942134009467,0.7544008982903506,0.7575272727272727,100.35948204994202
3.193186922205819,3.189738556190773,0.754183569979716,0.7563636363636363,102.22649478912354
3.1821450513822063,3.174354491410432,0.7661185163720661,0.7716363636363637,104.08969569206238
3.179452653284426,3.175297083678069,0.7685272384815995,0.7713454545454546,105.96300506591797
3.177965928007055,3.174176163143582,0.7696138800347725,0.7714909090909091,107.8291540145874
3.1673793075261294,3.1610023975372314,0.7808425094175602,0.7856,109.69776463508606
3.1629524804927684,3.1583962705400257,0.78473630831643,0.7876363636363637,111.74321842193604
3.162702940128468,3.1600584895522505,0.78473630831643,0.7863272727272728,113.6184995174408
3.161569114084597,3.1575748743834318,0.7858048391770501,0.7882181818181818,115.49672651290894
3.162092583047019,3.158164068504616,0.7849717473196175,0.7874909090909091,117.36462259292603
3.1483483998863786,3.1397578804581254,0.8000398435236163,0.8069818181818181,119.22902178764343
3.1450983683268228,3.1404022640652127,0.8030643291799479,0.8059636363636363,121.13914799690247
3.1432099088474557,3.139720837275187,0.804748623587366,0.8062545454545454,123.01119828224182
3.1437991117989577,3.1388922090883606,0.8042958562735439,0.8071272727272727,124.89893507957458
3.143396553066042,3.1394079791174994,0.8042958562735439,0.8064,126.78719902038574
3.142338569517489,3.1393116491812245,0.8053100550565053,0.8066909090909091,128.6533555984497
3.1425864541972124,3.1406548111527055,0.8047667342799188,0.8056727272727273,130.52894949913025
