train_loss,val_loss,train_acc,val_acc,wall_time
3.825536043555648,3.7662743197547064,0.12356925528832223,0.1853090909090909,2.2718312740325928
3.674731597856239,3.6175519448739513,0.2817299333526514,0.3293090909090909,4.152209997177124
3.6115791742448455,3.574361032909817,0.33977470298464213,0.3744,6.01564359664917
3.555332359340456,3.5301112952055753,0.3972037090698348,0.41643636363636366,7.878133058547974
3.535128489688591,3.5299779927289046,0.4130686757461605,0.41512727272727273,9.73439359664917
3.5171029247619487,3.495782984627618,0.4328817733990148,0.45076363636363637,11.59255838394165
3.4985605941878424,3.489331324895223,0.4505759200231817,0.456,13.451831102371216
3.4802449577384524,3.4577377902136908,0.4696827006664735,0.4890181818181818,15.501464366912842
3.4487918825061232,3.4151170783572726,0.5038213561286584,0.5336727272727273,17.354849576950073
3.421213850930885,3.397793584399753,0.5298464213271515,0.5518545454545455,19.216812133789062
3.4041945415514485,3.393810607768871,0.5461098232396406,0.5524363636363636,21.07957434654236
3.399617907073763,3.3921717361167625,0.5493697478991597,0.5543272727272728,22.938636302947998
3.3945730405825154,3.3762245619738542,0.5539155317299334,0.5706181818181818,24.808107376098633
3.375004063049952,3.356872973618684,0.5748152709359606,0.5898181818181818,26.663432836532593
3.366079321614018,3.3575135513588235,0.5833272964358157,0.5882181818181819,28.51706051826477
3.3603232944453203,3.3404529006392867,0.5886518400463634,0.6064,30.379328727722168
3.346691021212825,3.338260915544298,0.602669516082295,0.6081454545454545,32.26067781448364
3.344774505606404,3.337193798135828,0.6038829324833381,0.6091636363636364,34.315038204193115
3.341656939850913,3.3364583121405706,0.6062554332077659,0.6090181818181818,36.16875147819519
3.341355362424144,3.3354232752764665,0.6062192118226601,0.6101818181818182,38.02865815162659
3.340323880866722,3.3355457517835827,0.606853086062011,0.6096,39.90632772445679
3.333701523365798,3.321974789654767,0.6137894813097653,0.6238545454545454,41.783095836639404
3.3256065470201,3.3152710331810846,0.6220841784989858,0.6308363636363636,43.652841329574585
3.3160472457055694,3.3072273201412625,0.63291437264561,0.6382545454545454,45.519065380096436
3.3157944270858057,3.296681907441881,0.6340372355838887,0.6510545454545454,47.37760281562805
3.301215438931077,3.2899971449816667,0.6480005795421617,0.6561454545454546,49.309799909591675
3.2962266438537173,3.2888008753458657,0.6526188061431469,0.657309090909091,51.17537498474121
3.295799834860696,3.2886071381745516,0.6525644740654882,0.6570181818181818,53.22624707221985
3.293636237029676,3.2875828124858715,0.6539227760069545,0.6568727272727273,55.08975052833557
3.2716383470429315,3.2592641159340188,0.6776115618661258,0.6874181818181818,56.95435166358948
3.2637417636535786,3.256718388310185,0.6849463923500435,0.6896,58.818143367767334
3.262511193752289,3.2559764738436097,0.6856889307447117,0.6906181818181818,60.67777109146118
3.2551471756564245,3.240840435028076,0.6940741813966966,0.7057454545454546,62.53198528289795
3.246588678271682,3.2395623789893255,0.7022783251231527,0.7063272727272727,64.54054021835327
3.245758463939031,3.241489260284989,0.7026586496667633,0.7044363636363636,66.39826464653015
3.238607435314744,3.225430788817229,0.710917125470878,0.7220363636363636,68.2697913646698
